No,Rarity,Id,Japanese Name,English Name,Civilization,Set,Reference,Price (Yen),Price (SGD),Qty
1,Over Rare,OR1/OR2,聖カオスマントラ,"Chaosmantra, Holy",Light,DM23-RP2,"https://duelmasters.fandom.com/wiki/Chaosmantra,_Holy",180,1.57,0
2,Over Rare,OR2/OR2,邪闘シス,"Sith, Wicked Fight",Darkness,DM23-RP2,"https://duelmasters.fandom.com/wiki/Sith,_Wicked_Fight",220,1.91,0
3,Super Rare,S1/S8,聖沌大忍者シキソクゼック,"Shikisokuzekku, Holy Chaos Great Ninja",Light,DM23-RP2,"https://duelmasters.fandom.com/wiki/Shikisokuzekku,_Holy_Chaos_Great_Ninja",180,1.57,0
4,Super Rare,S2/S8,マジック・H・コレクター,"Magic Haiku Collector / ♪ Magison, Collect Up Fastly, Stream",Water,DM23-RP2,"https://duelmasters.fandom.com/wiki/Magic_Haiku_Collector_/_%E2%99%AA_Magison,_Collect_Up_Fastly,_Stream",180,1.57,0
5,Super Rare,S3/S8,Kl'aviaTune,Kl'avia Tune,Water,DM23-RP2,https://duelmasters.fandom.com/wiki/Kl%27avia_Tune,220,1.91,0
6,Super Rare,S4/S8,深淵の襲傘アンブレラ = イザベラ,"Umbrella = Isabella, Abyss Attack Parasol",Darkness,DM23-RP2,"https://duelmasters.fandom.com/wiki/Umbrella_%3D_Isabella,_Abyss_Attack_Parasol",180,1.57,0
7,Super Rare,S5/S8,ボルシャック・ガラワルド,Bolshack Galaward,Fire,DM23-RP2,https://duelmasters.fandom.com/wiki/Bolshack_Galaward,980,8.53,0
8,Super Rare,S6/S8,雷炎翔鎧バルピアレスク,"Balupialesk, Thunderflame Soaring Armor",Fire,DM23-RP2,"https://duelmasters.fandom.com/wiki/Balupialesk,_Thunderflame_Soaring_Armor",1980,17.23,0
9,Super Rare,S7/S8,超球の超人,Ultrabowl Giant / Father Touchdown,Nature,DM23-RP2,https://duelmasters.fandom.com/wiki/Ultrabowl_Giant_/_Father_Touchdown,180,1.57,0
10,Super Rare,S8/S8,十八番龍エターナルグリーンParLife,"Eternal Green Par Life, Eighteenth Dragon",Nature,DM23-RP2,"https://duelmasters.fandom.com/wiki/Eternal_Green_Par_Life,_Eighteenth_Dragon",180,1.57,0
