No,Rarity,Id,Japanese Name,English Name,Civilization,Set,Reference,Price (Yen),Price (SGD),Qty
1,Super Rare,1/89,マーシャル・プリンス,Marshall Prince,Light,DM24-EX1,https://duelmasters.fandom.com/wiki/Marshall_Prince,220,1.91,0
2,Super Rare,2/89,海姫龍ライベルモット・ビターズ,"Ryevermouth Bitters, Sea Princess Dragon",Water,DM24-EX1,"https://duelmasters.fandom.com/wiki/Ryevermouth_Bitters,_Sea_Princess_Dragon",180,1.57,0
3,Super Rare,3/89,ジェニー&ガ:ナテハ,Jenny and Ga:Nateha,Darkness,DM24-EX1,https://duelmasters.fandom.com/wiki/Jenny_and_Ga:Nateha,180,1.57,0
4,Super Rare,4/89,アリス・ルピア,Alice Lupia,Fire,DM24-EX1,https://duelmasters.fandom.com/wiki/Alice_Lupia,680,5.92,0
5,Super Rare,5/89,ボルシャック・アークゼオス,Bolshack Arczeos,Fire,DM24-EX1,https://duelmasters.fandom.com/wiki/Bolshack_Arczeos,180,1.57,0
6,Super Rare,6/89,氷結龍ダイヤモンド・クレバス,"Diamond Crevasse, Freezing Dragon",Nature,DM24-EX1,"https://duelmasters.fandom.com/wiki/Diamond_Crevasse,_Freezing_Dragon",180,1.57,0
7,Super Rare,7/89,完璧妖精マリニャンX,"Marinyan X, Idol Faerie",Nature,DM24-EX1,"https://duelmasters.fandom.com/wiki/Marinyan_X,_Idol_Faerie",180,1.57,0
8,Super Rare,8/89,音卿の精霊龍ラフルル・ラブ,"Rafululu Love, Acoustic Dragon Elemental / 「It's coming from the future, so it's a Miracle」",Light/Water,DM24-EX1,"https://duelmasters.fandom.com/wiki/Rafululu_Love,_Acoustic_Dragon_Elemental_/_%E3%80%8CIt%27s_coming_from_the_future,_so_it%27s_a_Miracle%E3%80%8D",680,5.92,0
9,Super Rare,9/89,龍后麗姫マーシャル・プリンセス,"Marshall Princess, Dragon Queen Beautiful Princess",Light/Water,DM24-EX1,"https://duelmasters.fandom.com/wiki/Marshall_Princess,_Dragon_Queen_Beautiful_Princess",180,1.57,0
10,Super Rare,10/89,ボルシャック・NEX,Bolshack NEX / Super Spark,Light,DM24-EX1,https://duelmasters.fandom.com/wiki/Bolshack_NEX_/_Super_Spark,180,1.57,0
11,Super Rare,11/89,料理長のラビシェフ,Rabichef the Head Chef,Light/Nature,DM24-EX1,https://duelmasters.fandom.com/wiki/Rabichef_the_Head_Chef,780,6.79,0
12,Super Rare,12/89,龍后人形メアリー・ジェニー,"Mary Jenny, Dragon Queen Doll",Water/Darkness,DM24-EX1,"https://duelmasters.fandom.com/wiki/Mary_Jenny,_Dragon_Queen_Doll",420,3.65,0
13,Super Rare,13/89,龍后凰翔クイーン・ルピア,"Queen Lupia, Dragon Queen Phoenix",Light/Darkness/Fire,DM24-EX1,"https://duelmasters.fandom.com/wiki/Queen_Lupia,_Dragon_Queen_Phoenix",680,5.92,0
14,Super Rare,14/89,龍后幻獣パティシエ・メイ様,"Pastry Chef Meisama, Dragon Queen Phantom Beast",Light/Fire/Nature,DM24-EX1,"https://duelmasters.fandom.com/wiki/Pastry_Chef_Meisama,_Dragon_Queen_Phantom_Beast",180,1.57,0
15,Super Rare,15/89,龍后妖精エリカッチュX,"Erikatchu X, Dragon Queen Faerie",Water/Fire/Nature,DM24-EX1,"https://duelmasters.fandom.com/wiki/Erikatchu_X,_Dragon_Queen_Faerie",180,1.57,0
16,Very Rare,16/89,料理猫のプワソン,Poisson the Cooking Cat,Light,DM24-EX1,https://duelmasters.fandom.com/wiki/Poisson_the_Cooking_Cat,180,1.57,0
17,Very Rare,17/89,カシス・グレープ,"Cassis Grape / ""♥ The feelings of excitement raise the grade~""",Water,DM24-EX1,https://duelmasters.fandom.com/wiki/Cassis_Grape_/_%22%E2%99%A5_The_feelings_of_excitement_raise_the_grade~%22,120,1.04,0
18,Very Rare,18/89,幻獣竜機ボルパンサー,"Bolpanther, Phantom Beast Dragon Machine",Fire,DM24-EX1,"https://duelmasters.fandom.com/wiki/Bolpanther,_Phantom_Beast_Dragon_Machine",120,1.04,0
19,Very Rare,19/89,ハッター・ルピア,Hatter Lupia,Fire,DM24-EX1,https://duelmasters.fandom.com/wiki/Hatter_Lupia,220,1.91,0
20,Very Rare,20/89,ダイヤモンド・カミタイオ,Diamond Kamitaio,Nature,DM24-EX1,https://duelmasters.fandom.com/wiki/Diamond_Kamitaio,120,1.04,0
21,Very Rare,21/89,武家類武士目ステージュラ,"Stejura, Samuraikind",Nature,DM24-EX1,"https://duelmasters.fandom.com/wiki/Stejura,_Samuraikind",120,1.04,0
22,Very Rare,22/89,料理犬のヴィヤンドゥ,Viandes the Cooking Dog,Nature,DM24-EX1,https://duelmasters.fandom.com/wiki/Viandes_the_Cooking_Dog,180,1.57,0
23,Very Rare,23/89,完璧妖精サエポヨX,"Saepoyo X, Idol Faerie",Nature,DM24-EX1,"https://duelmasters.fandom.com/wiki/Saepoyo_X,_Idol_Faerie",320,2.78,0
24,Very Rare,24/89,お目覚めメイ様,Waking Up Miss Mei,Nature,DM24-EX1,https://duelmasters.fandom.com/wiki/Waking_Up_Miss_Mei,180,1.57,0
25,Very Rare,25/89,キール・ロワイヤル,Kir Royale,Light/Water,DM24-EX1,https://duelmasters.fandom.com/wiki/Kir_Royale,320,2.78,0
26,Very Rare,26/89,絶対華麗! マーシャル歌劇団,Absolutely Splendid! Marshall's Opera Troupe,Light/Water,DM24-EX1,https://duelmasters.fandom.com/wiki/Absolutely_Splendid!_Marshall%27s_Opera_Troupe,180,1.57,0
27,Very Rare,27/89,冥土人形アズレア・デビルモモ,"Azurea Devilmomo, Maid Doll",Water/Darkness,DM24-EX1,"https://duelmasters.fandom.com/wiki/Azurea_Devilmomo,_Maid_Doll",120,1.04,0
28,Very Rare,28/89,冥土人形ヴァミリア・バレル,"Vamilia Barrel, Maid Doll",Water/Darkness,DM24-EX1,"https://duelmasters.fandom.com/wiki/Vamilia_Barrel,_Maid_Doll",980,8.53,0
29,Very Rare,29/89,メアリー・ジェニーのお茶会,Mary Jenny's Tea Party,Water/Darkness,DM24-EX1,https://duelmasters.fandom.com/wiki/Mary_Jenny%27s_Tea_Party,120,1.04,0
30,Very Rare,30/89,ナーガの海黒環,Naga's Ring,Water/Darkness,DM24-EX1,https://duelmasters.fandom.com/wiki/Naga%27s_Ring,180,1.57,0
31,Very Rare,31/89,凰翔竜騎マーチ・ルピア,"March Lupia, Sky Lord Dragonmech",Darkness/Fire,DM24-EX1,"https://duelmasters.fandom.com/wiki/March_Lupia,_Sky_Lord_Dragonmech",120,1.04,0
32,Very Rare,32/89,エンドレス・フローズン・カーニバル,Endless Frozen Carnival,Light/Water/Nature,DM24-EX1,https://duelmasters.fandom.com/wiki/Endless_Frozen_Carnival,120,1.04,0
