No,Rarity,Id,Japanese Name,English Name,Civilization,Set,Reference,Price (Yen),Price (SGD),Qty
1,Dream Rare,DM1/DM1,聖霊超王H・アルカディアス,"Hyper Alcadeias, Super Lord of Spirits",Light/Water,DM24-RP2,"https://duelmasters.fandom.com/wiki/Hyper_Alcadeias,_Super_Lord_of_Spirits",1980,17.23,0
2,Over Rare,OR1/OR1,終炎の竜皇ボルシャック・ハイパードラゴン,"Bolshack Hyperdragon, Dragon Emperor of Final Flame",Fire,DM24-RP2,"https://duelmasters.fandom.com/wiki/Bolshack_Hyperdragon,_Dragon_Emperor_of_Final_Flame",180,1.57,0
3,Super Rare,S1/S10,閃光の精霊カンビアーレ,"Cambiare, Flash Elemental",Light,DM24-RP2,"https://duelmasters.fandom.com/wiki/Cambiare,_Flash_Elemental",320,2.78,0
4,Super Rare,S2/S10,ハイパー・エン・ゲルス,Hyper En Gels,Light,DM24-RP2,https://duelmasters.fandom.com/wiki/Hyper_En_Gels,180,1.57,0
5,Super Rare,S3/S10,蒼神龍アナザー・ワールド,"Another World, Blue Divine Dragon",Water,DM24-RP2,"https://duelmasters.fandom.com/wiki/Another_World,_Blue_Divine_Dragon",320,2.78,0
6,Super Rare,S4/S10,文藍月Drache der'Zen,"Drache der'Zen, Elegant Blue Moon",Water,DM24-RP2,"https://duelmasters.fandom.com/wiki/Drache_der%27Zen,_Elegant_Blue_Moon",180,1.57,0
7,Super Rare,S5/S10,死神覇王ブラックXENARCH,"Black XENARCH, Reaper Tyrant",Darkness,DM24-RP2,"https://duelmasters.fandom.com/wiki/Black_XENARCH,_Reaper_Tyrant",780,6.79,0
8,Super Rare,S6/S10,邪魂龍ジャビビルブラッド,"Jabibirublood, Wicked Soul Dragon",Darkness,DM24-RP2,"https://duelmasters.fandom.com/wiki/Jabibirublood,_Wicked_Soul_Dragon",500,4.35,0
9,Super Rare,S7/S10,ボルシャック・ハイパー・ヴォルジャアク,Bolshack Hyper Voljaak,Fire,DM24-RP2,https://duelmasters.fandom.com/wiki/Bolshack_Hyper_Voljaak,580,5.05,0
10,Super Rare,S8/S10,誠実妖精スミレ,"Sumire, Sincerity Faerie",Nature,DM24-RP2,"https://duelmasters.fandom.com/wiki/Sumire,_Sincerity_Faerie",180,1.57,0
11,Super Rare,S9/S10,森翠月ゴルファンタジスタ,"Golfantasista, Forest Green Moon",Nature,DM24-RP2,"https://duelmasters.fandom.com/wiki/Golfantasista,_Forest_Green_Moon",180,1.57,0
12,Super Rare,S10/S10,理想と平和の決断,Perfect Alcadeia,Light/Water,DM24-RP2,https://duelmasters.fandom.com/wiki/Perfect_Alcadeia,2480,21.58,0
13,Very Rare,1/75,光器カタリナ,"Katarina, Channeler of Suns",Light,DM24-RP2,"https://duelmasters.fandom.com/wiki/Katarina,_Channeler_of_Suns",120,1.04,0
14,Very Rare,2/75,アクア・ツヴァイソード,Aqua Zweisword,Water,DM24-RP2,https://duelmasters.fandom.com/wiki/Aqua_Zweisword,120,1.04,0
15,Very Rare,3/75,深淵の瘴炉インシネ＝ロウ,"Incine = Row, Abyssal Miasma Furnace",Darkness,DM24-RP2,"https://duelmasters.fandom.com/wiki/Incine_%3D_Row,_Abyssal_Miasma_Furnace",220,1.91,0
16,Very Rare,4/75,ネオ・アルティメット・ドラゴン,Neo Ultimate Dragon,Fire,DM24-RP2,https://duelmasters.fandom.com/wiki/Neo_Ultimate_Dragon,120,1.04,0
17,Very Rare,5/75,緑神龍デアラブル・ボルス,Terradragon Dearable Bols,Nature,DM24-RP2,https://duelmasters.fandom.com/wiki/Terradragon_Dearable_Bols,120,1.04,0
18,Very Rare,6/75,超光喜エルボロム,"Elbollom, Hyper Joyful Light",Light/Water,DM24-RP2,"https://duelmasters.fandom.com/wiki/Elbollom,_Hyper_Joyful_Light",180,1.57,0
19,Very Rare,7/75,超哀樹シンベロム,"Shinbellom, Hyper Sorrowful Tree",Light/Nature,DM24-RP2,"https://duelmasters.fandom.com/wiki/Shinbellom,_Hyper_Sorrowful_Tree",120,1.04,0
20,Very Rare,8/75,超楽識フミビロム,"Fumibillom, Hyper Enjoyable Knowledge",Water/Darkness,DM24-RP2,"https://duelmasters.fandom.com/wiki/Fumibillom,_Hyper_Enjoyable_Knowledge",120,1.04,0
21,Very Rare,9/75,超霊淵パネスコ＝テレス,"Panesco = Teles, Hyper Soul Abyss",Darkness/Fire,DM24-RP2,"https://duelmasters.fandom.com/wiki/Panesco_%3D_Teles,_Hyper_Soul_Abyss",120,1.04,0
22,Very Rare,10/75,超炎怒アゲブロム,"Agebullom, Hyper Flaming Anger",Fire/Nature,DM24-RP2,"https://duelmasters.fandom.com/wiki/Agebullom,_Hyper_Flaming_Anger",120,1.04,0
23,Rare,11/75,ハイパー・トリセラティ,Hyper Triserati,Light,DM24-RP2,https://duelmasters.fandom.com/wiki/Hyper_Triserati,80,0.7,0
24,Rare,12/75,白騎士の精霊ホワイト・キッド,"White Kid, White Knight Elemental",Light,DM24-RP2,"https://duelmasters.fandom.com/wiki/White_Kid,_White_Knight_Elemental",80,0.7,0
25,Rare,13/75,ハイパー・エントリー,Hyper Entry,Light,DM24-RP2,https://duelmasters.fandom.com/wiki/Hyper_Entry,80,0.7,0
26,Rare,14/75,急襲魚,Kakuremi Fish,Water,DM24-RP2,https://duelmasters.fandom.com/wiki/Kakuremi_Fish,80,0.7,0
27,Rare,15/75,文藍月Einek’Reine,"Eine k'Reine, Elegant Blue Moon",Water,DM24-RP2,"https://duelmasters.fandom.com/wiki/Eine_k%27Reine,_Elegant_Blue_Moon",80,0.7,0
28,Rare,16/75,♪ハイパーで ハイクがますます ハイクラス,"♪ Hyper, Haiku is more and more, Highclass",Water,DM24-RP2,"https://duelmasters.fandom.com/wiki/%E2%99%AA_Hyper,_Haiku_is_more_and_more,_Highclass",80,0.7,0
29,Rare,17/75,フェンス＝カドゥッセンス,Fence = Cadussence,Darkness,DM24-RP2,https://duelmasters.fandom.com/wiki/Fence_%3D_Cadussence,80,0.7,0
30,Rare,18/75,霊淵ヒドアノッカ=ノアドッカ,"Hidoorknocker = Nordocker, Soul Abyss",Darkness,DM24-RP2,"https://duelmasters.fandom.com/wiki/Hidoorknocker_%3D_Nordocker,_Soul_Abyss",220,1.91,0
31,Rare,19/75,ポスト＝ポッター,Post = Potter,Darkness,DM24-RP2,https://duelmasters.fandom.com/wiki/Post_%3D_Potter,80,0.7,0
32,Rare,20/75,芸魔桂馬バセヌテレジ,"Basenterej, Geima Knight",Fire,DM24-RP2,"https://duelmasters.fandom.com/wiki/Basenterej,_Geima_Knight",80,0.7,0
33,Rare,21/75,ボルシャック・ハイパー・アークゼオス,Bolshack Hyper Arczeos,Fire,DM24-RP2,https://duelmasters.fandom.com/wiki/Bolshack_Hyper_Arczeos,120,1.04,0
34,Rare,22/75,ケンスケのツールボックス,Kensuke's Toolbox,Fire,DM24-RP2,https://duelmasters.fandom.com/wiki/Kensuke%27s_Toolbox,120,1.04,0
35,Rare,23/75,決戦!月と太陽!!,Showdown! Moon and the Sun!!,Fire,DM24-RP2,https://duelmasters.fandom.com/wiki/Showdown!_Moon_and_the_Sun!!,80,0.7,0
36,Rare,24/75,森翠月アカネ,"Akane, Forest Green Moon",Nature,DM24-RP2,"https://duelmasters.fandom.com/wiki/Akane,_Forest_Green_Moon",120,1.04,0
37,Rare,25/75,ルナコバルト アサギ,"Asagi, Lunar Cobalt",Nature,DM24-RP2,"https://duelmasters.fandom.com/wiki/Asagi,_Lunar_Cobalt",80,0.7,0
38,Rare,26/75,ローズスパイク・バタフライ,Rosespike Butterfly,Nature,DM24-RP2,https://duelmasters.fandom.com/wiki/Rosespike_Butterfly,80,0.7,0
39,Uncommon,27/75,ハイパー・ビグッティーノ,Hyper Biguttino,Light,DM24-RP2,https://duelmasters.fandom.com/wiki/Hyper_Biguttino,50,0.43,0
40,Uncommon,28/75,禁足の守護者ガド・ワーカ,"Gado Warka, Prohibited Path Guardian",Light,DM24-RP2,"https://duelmasters.fandom.com/wiki/Gado_Warka,_Prohibited_Path_Guardian",50,0.43,0
41,Uncommon,29/75,予言者コーア,"Koa, the Oracle",Light,DM24-RP2,"https://duelmasters.fandom.com/wiki/Koa,_the_Oracle",50,0.43,0
42,Uncommon,30/75,星雷の求道者ア・リガテ,"A Ligate, Seeker of Sunlight",Light,DM24-RP2,"https://duelmasters.fandom.com/wiki/A_Ligate,_Seeker_of_Sunlight",50,0.43,0
43,Uncommon,31/75,巡霊者二―ジェ,"Nyje, the Patroller",Light,DM24-RP2,"https://duelmasters.fandom.com/wiki/Nyje,_the_Patroller",80,0.7,0
44,Uncommon,32/75,文藍月seiWond'Ramar,"seiWond'Ramar, Elegant Blue Moon",Water,DM24-RP2,"https://duelmasters.fandom.com/wiki/SeiWond%27Ramar,_Elegant_Blue_Moon",50,0.43,0
