No,Rarity,Id,Japanese Name,English Name,Civilization,Set,Reference,Price (Yen),Price (SGD),Qty
1,Over Rare,OR1/OR2,轟炎の竜皇ボルシャック・カイザー,"Bolshack Kaiser, Dragon Emperor of Booming Flame",Fire,DM22-RP2,"https://duelmasters.fandom.com/wiki/Bolshack_Kaiser,_Dragon_Emperor_of_Booming_Flame",180,1.57,0
2,Over Rare,OR2/OR2,邪龍ジャブラッド,"Jablood, Wicked Dragon",Darkness,DM22-RP2,"https://duelmasters.fandom.com/wiki/Jablood,_Wicked_Dragon",580,5.05,0
3,Super Rare,S1/S8,レディゴ・カリゾミダーマ,Readygo Karizomidarma,Light,DM22-RP2,https://duelmasters.fandom.com/wiki/Readygo_Karizomidarma,180,1.57,0
4,Super Rare,S2/S8,ルベル・ゴルギーニ,Rubel Gorghini,Light,DM22-RP2,https://duelmasters.fandom.com/wiki/Rubel_Gorghini,180,1.57,0
5,Super Rare,S3/S8,Einek’Reine,Eine k'Reine,Water,DM22-RP2,https://duelmasters.fandom.com/wiki/Eine_k%27Reine,180,1.57,0
6,Super Rare,S4/S8,LAW儿-怪Hawk,Ronin-Kaihawk,Water,DM22-RP2,https://duelmasters.fandom.com/wiki/Ronin-Kaihawk,180,1.57,0
7,Super Rare,S5/S8,深淵の壊炉マーダン＝ロウ,"Madan = Row, Abyssal Furnace",Darkness,DM22-RP2,"https://duelmasters.fandom.com/wiki/Madan_%3D_Row,_Abyssal_Furnace",780,6.79,0
8,Super Rare,S6/S8,ボルシャック・バラフィオル,Bolshack Balafiol,Fire,DM22-RP2,https://duelmasters.fandom.com/wiki/Bolshack_Balafiol,320,2.78,0
9,Super Rare,S7/S8,氷駆の妖精,Curling Faerie,Nature,DM22-RP2,https://duelmasters.fandom.com/wiki/Curling_Faerie,220,1.91,0
10,Super Rare,S8/S8,環嵐! ホールインワン・ヘラクレス,Kanran! Hole In One Hercules,Nature,DM22-RP2,https://duelmasters.fandom.com/wiki/Kanran!_Hole_In_One_Hercules,220,1.91,0
11,Very Rare,1/74,真実の精霊ヴァルペキュラ,"Valpecula, Truth Elemental",Light,DM22-RP2,"https://duelmasters.fandom.com/wiki/Valpecula,_Truth_Elemental",120,1.04,0
12,Very Rare,2/74,アカシック・ヴィジョン,Akashic Vision,Water,DM22-RP2,https://duelmasters.fandom.com/wiki/Akashic_Vision,120,1.04,0
