No,Rarity,Id,Japanese Name,English Name,Civilization,Set,Reference,Price (Yen),Price (SGD),Qty
1,Secret Card,(秘)1/(秘)3,轟く侵略レッドゾーン,"Redzone, Roaring Invasion",Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Redzone,_Roaring_Invasion",14800,128.76,0
2,Secret Card,(秘)2/(秘)3,卍 デ・スザーク 卍,卍 De Szark 卍,Darkness,DM22-EX2,https://duelmasters.fandom.com/wiki/%E5%8D%8D_De_Szark_%E5%8D%8D,5980,52.03,0
3,Secret Card,(秘)3/(秘)3,暗黒凰ゼロ・フェニックス,"Zero Phoenix, Phoenix of Darkness",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Zero_Phoenix,_Phoenix_of_Darkness",2980,25.93,0
4,Hero Rare,H1A/H12,黒神龍アブライゼ・ドルバ,Necrodragon Abryze Dolba,Darkness,DM22-EX2,https://duelmasters.fandom.com/wiki/Necrodragon_Abryze_Dolba,1480,12.88,0
5,Hero Rare,H1B/H12,黒神龍アブライゼ・ドルバ,Necrodragon Abryze Dolba,Darkness,DM22-EX2,https://duelmasters.fandom.com/wiki/Necrodragon_Abryze_Dolba,2980,25.93,0
6,Hero Rare,H2A/H12,漆黒の深淵ジャシン帝,"Jashin Emperor, Abyssal Darkness",Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Jashin_Emperor,_Abyssal_Darkness",1980,17.23,0
7,Hero Rare,H2B/H12,漆黒の深淵ジャシン帝,"Jashin Emperor, Abyssal Darkness",Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Jashin_Emperor,_Abyssal_Darkness",3980,34.63,0
8,Hero Rare,H3A/H12,魔光神官ルドルフ・アルカディア,"Rudolph Alcadeia, Mystic Light Shinkan",Light/Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Rudolph_Alcadeia,_Mystic_Light_Shinkan",1280,11.14,0
9,Hero Rare,H3B/H12,魔光神官ルドルフ・アルカディア,"Rudolph Alcadeia, Mystic Light Shinkan",Light/Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Rudolph_Alcadeia,_Mystic_Light_Shinkan",2480,21.58,0
10,Hero Rare,H4A/H12,暗黒神星アポロデス・フェニックス,"Apollodeath Phoenix, Darkness Supernova",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Apollodeath_Phoenix,_Darkness_Supernova",320,2.78,0
11,Hero Rare,H4B/H12,暗黒神星アポロデス・フェニックス,"Apollodeath Phoenix, Darkness Supernova",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Apollodeath_Phoenix,_Darkness_Supernova",580,5.05,0
12,Hero Rare,H5A/H12,禁断の轟速ブラックゾーン,"Blackzone, Forbidden Lightning Sonic",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Blackzone,_Forbidden_Lightning_Sonic",1480,12.88,0
13,Hero Rare,H5B/H12,禁断の轟速ブラックゾーン,"Blackzone, Forbidden Lightning Sonic",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Blackzone,_Forbidden_Lightning_Sonic",2480,21.58,0
14,Hero Rare,H6A/H12,暗黒の怨草士クロユ・レシア,"Kuroyu Lesia, Darkness's Grudgeful Grass Warrior",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Kuroyu_Lesia,_Darkness%27s_Grudgeful_Grass_Warrior",220,1.91,0
15,Hero Rare,H6B/H12,暗黒の怨草士クロユ・レシア,"Kuroyu Lesia, Darkness's Grudgeful Grass Warrior",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Kuroyu_Lesia,_Darkness%27s_Grudgeful_Grass_Warrior",420,3.65,0
16,Hero Rare,H7A/H12,「鎮魂」の頂ベートーベン・ソレムニス,"Beethoven Solemnis, Zenith of ""Requiem""",Darkness/Fire/Nature,DM22-EX2,"https://duelmasters.fandom.com/wiki/Beethoven_Solemnis,_Zenith_of_%22Requiem%22",500,4.35,0
17,Hero Rare,H7B/H12,「鎮魂」の頂ベートーベン・ソレムニス,"Beethoven Solemnis, Zenith of ""Requiem""",Darkness/Fire/Nature,DM22-EX2,"https://duelmasters.fandom.com/wiki/Beethoven_Solemnis,_Zenith_of_%22Requiem%22",1280,11.14,0
18,Hero Rare,H8A/H12,不敬合成王ロマティックダム・アルキング,"Romaticdam Alking, Profane Synthetic King",Light/Water/Darkness/Fire/Nature,DM22-EX2,"https://duelmasters.fandom.com/wiki/Romaticdam_Alking,_Profane_Synthetic_King",220,1.91,0
19,Hero Rare,H8B/H12,不敬合成王ロマティックダム・アルキング,"Romaticdam Alking, Profane Synthetic King",Light/Water/Darkness/Fire/Nature,DM22-EX2,"https://duelmasters.fandom.com/wiki/Romaticdam_Alking,_Profane_Synthetic_King",500,4.35,0
20,Hero Rare,H9A/H12,超神龍ダーク・オブ・ザ・ルナー,Super Necrodragon Dark of the Lunar,Darkness,DM22-EX2,https://duelmasters.fandom.com/wiki/Super_Necrodragon_Dark_of_the_Lunar,420,3.65,0
21,Hero Rare,H9B/H12,超神龍ダーク・オブ・ザ・ルナー,Super Necrodragon Dark of the Lunar,Darkness,DM22-EX2,https://duelmasters.fandom.com/wiki/Super_Necrodragon_Dark_of_the_Lunar,1480,12.88,0
22,Hero Rare,H10A/H12,鬼ヶ英悪ジャオウガOG,"Jaouga Ogre, Oniga Villain",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Jaouga_Ogre,_Oniga_Villain",180,1.57,0
23,Hero Rare,H10B/H12,鬼ヶ英悪ジャオウガOG,"Jaouga Ogre, Oniga Villain",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Jaouga_Ogre,_Oniga_Villain",320,2.78,0
24,Hero Rare,H11A/H12,堕∞魔ヴォゲンム,"Vogenmu, Darmugenma",Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Vogenmu,_Darmugenma",580,5.05,0
25,Hero Rare,H11B/H12,堕∞魔ヴォゲンム,"Vogenmu, Darmugenma",Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Vogenmu,_Darmugenma",1280,11.14,0
26,Hero Rare,H12A/H12,制服槍ブータン,"Bhutan, School Pig",Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Bhutan,_School_Pig",680,5.92,0
27,Hero Rare,H12B/H12,制服槍ブータン,"Bhutan, School Pig",Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Bhutan,_School_Pig",1480,12.88,0
28,Super Rare,S1/S15,大影罪ハデ・スザーク,"Hade Szark, Great Shadow Sin",Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Hade_Szark,_Great_Shadow_Sin",180,1.57,0
29,Super Rare,S2/S15,「黒幕」,"""Mastermind""",Darkness,DM22-EX2,https://duelmasters.fandom.com/wiki/%22Mastermind%22,180,1.57,0
30,Super Rare,S3/S15,黒神龍アブライゼ・ドルバ,Necrodragon Abryze Dolba,Darkness,DM22-EX2,https://duelmasters.fandom.com/wiki/Necrodragon_Abryze_Dolba,420,3.65,0
31,Super Rare,S4/S15,漆黒の深淵ジャシン帝,"Jashin Emperor, Abyssal Darkness",Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Jashin_Emperor,_Abyssal_Darkness",1480,12.88,0
32,Super Rare,S5/S15,魔光神官ルドルフ・アルカディア,"Rudolph Alcadeia, Mystic Light Shinkan",Light/Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Rudolph_Alcadeia,_Mystic_Light_Shinkan",500,4.35,0
33,Super Rare,S6/S15,暗黒神星アポロデス・フェニックス,"Apollodeath Phoenix, Darkness Supernova",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Apollodeath_Phoenix,_Darkness_Supernova",180,1.57,0
34,Super Rare,S7/S15,禁断の轟速ブラックゾーン,"Blackzone, Forbidden Lightning Sonic",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Blackzone,_Forbidden_Lightning_Sonic",980,8.53,0
35,Super Rare,S8/S15,暗黒の怨草士クロユ・レシア,"Kuroyu Lesia, Darkness's Grudgeful Grass Warrior",Darkness/Fire,DM22-EX2,"https://duelmasters.fandom.com/wiki/Kuroyu_Lesia,_Darkness%27s_Grudgeful_Grass_Warrior",180,1.57,0
36,Super Rare,S9/S15,一王二命三眼槍,Balad Vi Na Shura,Darkness/Fire,DM22-EX2,https://duelmasters.fandom.com/wiki/Balad_Vi_Na_Shura,420,3.65,0
37,Super Rare,S10/S15,悪魔神バロム・クエイク,"Ballom Quake, Lord of Demons",Darkness/Nature,DM22-EX2,"https://duelmasters.fandom.com/wiki/Ballom_Quake,_Lord_of_Demons",420,3.65,0
38,Super Rare,S11/S15,電磁魔天イエス・ザナドゥ,"Yes Xanadu, Electro Demonic Heaven",Light/Water/Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Yes_Xanadu,_Electro_Demonic_Heaven",500,4.35,0
39,Super Rare,S12/S15,偽槍縫合ヴィルジャベリン,"Wiljavelin, Sutured Fakespear",Water/Darkness/Nature,DM22-EX2,"https://duelmasters.fandom.com/wiki/Wiljavelin,_Sutured_Fakespear",180,1.57,0
40,Super Rare,S13/S15,「鎮魂」の頂ベートーベン・ソレムニス,"Beethoven Solemnis, Zenith of ""Requiem""",Darkness/Fire/Nature,DM22-EX2,"https://duelmasters.fandom.com/wiki/Beethoven_Solemnis,_Zenith_of_%22Requiem%22",320,2.78,0
41,Super Rare,S14/S15,偽りの王ヴィルヘルム,Codeking Wilhelm,Darkness/Fire/Nature,DM22-EX2,https://duelmasters.fandom.com/wiki/Codeking_Wilhelm,180,1.57,0
42,Super Rare,S15/S15,不敬合成王ロマティックダム・アルキング,"Romaticdam Alking, Profane Synthetic King",Light/Water/Darkness/Fire/Nature,DM22-EX2,"https://duelmasters.fandom.com/wiki/Romaticdam_Alking,_Profane_Synthetic_King",180,1.57,0
43,Very Rare,1/75,デス・ザ・チョイス,Death the Choice,Darkness,DM22-EX2,https://duelmasters.fandom.com/wiki/Death_the_Choice,180,1.57,0
44,Very Rare,2/75,悪魔神バロムスポーン,"Ballomspawn, Lord of Demons",Darkness,DM22-EX2,"https://duelmasters.fandom.com/wiki/Ballomspawn,_Lord_of_Demons",120,1.04,0
