No,Rarity,Id,Japanese Name,English Name,Civilization,Set,Reference,Price (Yen),Price (SGD),Qty
1,Gold Dueking Max,超G1/超G9,夢の弾丸ジョリー・ザ・ジョニー,"Jolly the Johnny, Dream Bullet",Colourless,DM24-EX2,"https://duelmasters.fandom.com/wiki/Jolly_the_Johnny,_Dream_Bullet",1480,12.88,0
2,Gold Dueking Max,超G2/超G9,聖霊王ドリーム・アルカディアス,"Dream Alcadeias, Lord of Spirits",Light,DM24-EX2,"https://duelmasters.fandom.com/wiki/Dream_Alcadeias,_Lord_of_Spirits",780,6.79,0
3,Gold Dueking Max,超G3/超G9,エンペラー・キリコ,Emperor Kiriko,Water,DM24-EX2,https://duelmasters.fandom.com/wiki/Emperor_Kiriko,1480,12.88,0
4,Gold Dueking Max,超G4/超G9,悪魔神ドルバロム,"Dorballom, Lord of Demons",Darkness,DM24-EX2,"https://duelmasters.fandom.com/wiki/Dorballom,_Lord_of_Demons",1280,11.14,0
5,Gold Dueking Max,超G5/超G9,夢双龍覇モルトDREAM,"MaltDREAM, Dream Twin Dragon Ruler",Fire,DM24-EX2,"https://duelmasters.fandom.com/wiki/MaltDREAM,_Dream_Twin_Dragon_Ruler",5980,52.03,0
6,Gold Dueking Max,超G6/超G9,ボルメテウス・ホワイト・ドラゴン,Bolmeteus Steel Dragon,Fire,DM24-EX2,https://duelmasters.fandom.com/wiki/Bolmeteus_Steel_Dragon,1980,17.23,0
7,Gold Dueking Max,超G7/超G9,蒼き夢双ドギラゴン天,"Dogiragon Dream, Blue Dream Twin",Water/Fire,DM24-EX2,"https://duelmasters.fandom.com/wiki/Dogiragon_Dream,_Blue_Dream_Twin",2480,21.58,0
8,Gold Dueking Max,超G8/超G9,勝熱夢双モモキング,"Momoking, Jonetsu Dream",Fire/Nature,DM24-EX2,"https://duelmasters.fandom.com/wiki/Momoking,_Jonetsu_Dream",980,8.53,0
9,Gold Dueking Max,超G9/超G9,ボルシャック・ドリーム・ドラゴン,Bolshack Dream Dragon,Light/Fire/Nature,DM24-EX2,https://duelmasters.fandom.com/wiki/Bolshack_Dream_Dragon,3980,34.63,0
10,DueKing MAX Card,超1/超47,超戦龍覇モルトNEXT,"MaltNEXT, Super Battle Dragon Ruler",Fire,DM24-EX2,"https://duelmasters.fandom.com/wiki/MaltNEXT,_Super_Battle_Dragon_Ruler",580,5.05,0
11,DueKing MAX Card,超2a/超47,爆銀王剣バトガイ刃斗,"Batogaiheart, Explosive King Sword",Fire,DM24-EX2,"https://duelmasters.fandom.com/wiki/Batogaiheart,_Explosive_King_Sword",780,6.79,0
12,DueKing MAX Card,超2b/超47,爆熱王DXバトガイ銀河,"Batogaiginga, Explosive King Deluxe",Fire,DM24-EX2,"https://duelmasters.fandom.com/wiki/Batogaiginga,_Explosive_King_Deluxe",780,6.79,0
13,DueKing MAX Card,超3/超47,ジョリー・ザ・ジョニー joe,Jolly the Johnny Joe,Fire,DM24-EX2,https://duelmasters.fandom.com/wiki/Jolly_the_Johnny_Joe,180,1.57,0
14,DueKing MAX Card,超4/超47,MAX-Gジョラゴン,MAX-Gun Joragon,Nature,DM24-EX2,https://duelmasters.fandom.com/wiki/MAX-Gun_Joragon,320,2.78,0
15,DueKing MAX Card,超5/超47,禁断英雄モモキングダムx,"Momokingdam X, Forbidden Hero",Darkness/Fire,DM24-EX2,"https://duelmasters.fandom.com/wiki/Momokingdam_X,_Forbidden_Hero",220,1.91,0
16,DueKing MAX Card,超6/超47,大樹王ギガンディダノス,"Gigandydanos, Big Tree King",Darkness/Nature,DM24-EX2,"https://duelmasters.fandom.com/wiki/Gigandydanos,_Big_Tree_King",220,1.91,0
17,DueKing MAX Card,超7/超47,勝熱英雄モモキング,"Momoking, Jonetsu Hero",Fire/Nature,DM24-EX2,"https://duelmasters.fandom.com/wiki/Momoking,_Jonetsu_Hero",180,1.57,0
18,DueKing MAX Card,超8/超47,禁断竜王Vol-Val-8,"Vol-Val-8, Forbidden Dragon King",Water/Fire/Nature,DM24-EX2,"https://duelmasters.fandom.com/wiki/Vol-Val-8,_Forbidden_Dragon_King",320,2.78,0
19,DueKing MAX Card,超9a/超47,轟く覚醒レッドゾーン・バスター,"Redzone Buster, Roaring Awakened",Light,DM24-EX2,"https://duelmasters.fandom.com/wiki/Redzone_Buster,_Roaring_Awakened",2480,21.58,0
20,DueKing MAX Card,超9b/超47,蒼き覚醒ドギラゴンX,"Dogiragon X, Blue Awakened",Water/Darkness,DM24-EX2,"https://duelmasters.fandom.com/wiki/Dogiragon_X,_Blue_Awakened",2480,21.58,0
21,DueKing MAX Card,超10/超47,聖霊王アルファディオスGS,"Alphadios GS, Lord of Spirits",Light,DM24-EX2,"https://duelmasters.fandom.com/wiki/Alphadios_GS,_Lord_of_Spirits",420,3.65,0
22,DueKing MAX Card,超11/超47,支配の精霊ペルフェクト,"Perfect, Domination Elemental / Galaxy Charger",Light,DM24-EX2,"https://duelmasters.fandom.com/wiki/Perfect,_Domination_Elemental_/_Galaxy_Charger",1980,17.23,0
23,DueKing MAX Card,超12/超47,ブルー・インパルス,"Blue Impulse / ""Find the Truth, Johnny!""",Water,DM24-EX2,"https://duelmasters.fandom.com/wiki/Blue_Impulse_/_%22Find_the_Truth,_Johnny!%22",5480,47.68,0
24,DueKing MAX Card,超13/超47,五番龍レイクポーチャーParZero,"Lakepoacher Par Zero, Fifth Dragon",Water,DM24-EX2,"https://duelmasters.fandom.com/wiki/Lakepoacher_Par_Zero,_Fifth_Dragon",420,3.65,0
25,DueKing MAX Card,超14/超47,ドンドン水撒くナウ,Dondon Shower Now,Water/Nature,DM24-EX2,https://duelmasters.fandom.com/wiki/Dondon_Shower_Now,220,1.91,0
26,DueKing MAX Card,超15/超47,頂上混成ガリュディアス・モモミーズ'22,"Garyudeias Momomizu Twenty Two, Hybrid Summit",Light/Water/Fire,DM24-EX2,"https://duelmasters.fandom.com/wiki/Garyudeias_Momomizu_Twenty_Two,_Hybrid_Summit",680,5.92,0
27,DueKing MAX Card,超16/超47,「合体」の頂アクア・TITAAANS,"Aqua Titaaans, Zenith of ""Combine"" / Deadly! Jet Cascade Attack!!",Water,DM24-EX2,"https://duelmasters.fandom.com/wiki/Aqua_Titaaans,_Zenith_of_%22Combine%22_/_Deadly!_Jet_Cascade_Attack!!",180,1.57,0
28,DueKing MAX Card,超17/超47,暗黒の騎士ザガーンGR,"Zagaan GR, Knight of Darkness",Darkness,DM24-EX2,"https://duelmasters.fandom.com/wiki/Zagaan_GR,_Knight_of_Darkness",180,1.57,0
29,DueKing MAX Card,超18/超47,八頭龍ACE-Yamata,"ACE-Yamata, Eight-headed Dragon / Mystic Treasure Sword",Nature,DM24-EX2,"https://duelmasters.fandom.com/wiki/ACE-Yamata,_Eight-headed_Dragon_/_Mystic_Treasure_Sword",320,2.78,0
30,DueKing MAX Card,超19/超47,キユリのASMラジオ,Kiyuri's ASMRadio,Nature,DM24-EX2,https://duelmasters.fandom.com/wiki/Kiyuri%27s_ASMRadio,220,1.91,0
31,DueKing MAX Card,超20/超47,天体妖精エスメル,"Esmer, Celestial Faerie / How about a cup of tea?",Light,DM24-EX2,"https://duelmasters.fandom.com/wiki/Esmer,_Celestial_Faerie_/_How_about_a_cup_of_tea%3F",320,2.78,0
32,DueKing MAX Card,超21/超47,覚醒の精霊ダイヤモンド・エイヴン,"Diamond Aven, Awakening Elemental",Light,DM24-EX2,"https://duelmasters.fandom.com/wiki/Diamond_Aven,_Awakening_Elemental",120,1.04,0
33,DueKing MAX Card,超22/超47,白騎士の精霊HEAVEN・キッド,"HEAVEN Kid, White Knight Elemental",Light,DM24-EX2,"https://duelmasters.fandom.com/wiki/HEAVEN_Kid,_White_Knight_Elemental",120,1.04,0
34,DueKing MAX Card,超23/超47,ラッキー・ダーツ,Cosmic Darts,Light,DM24-EX2,https://duelmasters.fandom.com/wiki/Cosmic_Darts,220,1.91,0
35,DueKing MAX Card,超24/超47,ボン・キゴマイム,"Bon Kigomime / ♪ A Thin Frog, Lucky Number is Here",Water,DM24-EX2,"https://duelmasters.fandom.com/wiki/Bon_Kigomime_/_%E2%99%AA_A_Thin_Frog,_Lucky_Number_is_Here",180,1.57,0
36,DueKing MAX Card,超25/超47,同期の妖精,Synchro Faerie / Dokidoki Spiral,Water,DM24-EX2,https://duelmasters.fandom.com/wiki/Synchro_Faerie_/_Dokidoki_Spiral,320,2.78,0
37,DueKing MAX Card,超26/超47,ストリーミング・シェイパー,Streaming Shaper,Water,DM24-EX2,https://duelmasters.fandom.com/wiki/Streaming_Shaper,180,1.57,0
