No,Rarity,Id,Japanese Name,English Name,Civilization,Set,Reference,Price (Yen),Price (SGD),Qty
1,Over Rare,OR1/OR2,覇炎竜ボルシャック・ライダー,"Bolshack Rider, Supreme Flame Dragon",Fire,DM23-RP1,"https://duelmasters.fandom.com/wiki/Bolshack_Rider,_Supreme_Flame_Dragon",180,1.57,0
2,Over Rare,OR2/OR2,首領竜ゴルファンタジスタ,Captain Golfantasista,Nature,DM23-RP1,https://duelmasters.fandom.com/wiki/Captain_Golfantasista,180,1.57,0
3,Super Rare,S1/S8,ウィリデ・ゴルギーニ,Viride Gorghini,Light,DM23-RP1,https://duelmasters.fandom.com/wiki/Viride_Gorghini,180,1.57,0
4,Super Rare,S2/S8,新星姫マルシドループ,"Marshidoloop, Nova Princess",Light,DM23-RP1,"https://duelmasters.fandom.com/wiki/Marshidoloop,_Nova_Princess",180,1.57,0
5,Super Rare,S3/S8,der`ZenMondo,"der`Zen Mondo / ♪ With a Signature Move, Strongest are the Traces of a Dream",Water,DM23-RP1,"https://duelmasters.fandom.com/wiki/Der%60Zen_Mondo_/_%E2%99%AA_With_a_Signature_Move,_Strongest_are_the_Traces_of_a_Dream",780,6.79,0
6,Super Rare,S4/S8,SC龍飛→SC風流,Screwhigh → School,Water,DM23-RP1,https://duelmasters.fandom.com/wiki/Screwhigh_%E2%86%92_School,180,1.57,0
7,Super Rare,S5/S8,深淵の螺穿ラゼル＝ズバイラル,"Razel = Zubairal, Abyssal Spiral",Darkness,DM23-RP1,"https://duelmasters.fandom.com/wiki/Razel_%3D_Zubairal,_Abyssal_Spiral",780,6.79,0
8,Super Rare,S6/S8,ノラディ：ド：スルーザ,Norady:Do:Suruza,Darkness,DM23-RP1,https://duelmasters.fandom.com/wiki/Norady:Do:Suruza,180,1.57,0
9,Super Rare,S7/S8,ボルシャック・アークゼオス,Bolshack Arczeos,Fire,DM23-RP1,https://duelmasters.fandom.com/wiki/Bolshack_Arczeos,320,2.78,0
10,Super Rare,S8/S8,チアスカーレット アカネ,"Akane, Cheer Scarlet",Nature,DM23-RP1,"https://duelmasters.fandom.com/wiki/Akane,_Cheer_Scarlet",1480,12.88,0
11,Very Rare,1/74,アプドリ・ビグッティーノ,Apudori Biguttino,Light,DM23-RP1,https://duelmasters.fandom.com/wiki/Apudori_Biguttino,120,1.04,0
12,Very Rare,2/74,D-Jealousy-灰撫,"D-Jealousy-Five / ♪ Collect Up to Five, Wood, Forest Jungle",Water,DM23-RP1,"https://duelmasters.fandom.com/wiki/D-Jealousy-Five_/_%E2%99%AA_Collect_Up_to_Five,_Wood,_Forest_Jungle",120,1.04,0
13,Very Rare,3/74,コーボー・マジカルショッカー,Kobo Magicalshocker,Water,DM23-RP1,https://duelmasters.fandom.com/wiki/Kobo_Magicalshocker,120,1.04,0
14,Very Rare,4/74,終納カボード=ロウ,"Carboard = Low, Final Storage",Darkness,DM23-RP1,"https://duelmasters.fandom.com/wiki/Carboard_%3D_Low,_Final_Storage",120,1.04,0
